project_id,region,site,shrub_density,plot,cam_ID,date,image_id,file_name,location,is_blank,identified_by,wi_taxon_id,class,order,family,genus,species,common_name,uncertainty,timestamp,number_of_objects,age,sex,animal_recognizable,individual_id,individual_animal_notes,behavior,highlighted,markings,cv_confidence,license
2004957,Carrizo,3,density,2,2, 17/05/2022,6937daf8-9bc3-4b84-b897-fd8861b0caf0,DSCF0009,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/6937daf8-9bc3-4b84-b897-fd8861b0caf0.JPG,1,Computer vision,90d950db-2106-4bd9-a4c1-777604c3eada,Mammalia,Rodentia,,,,Rodent,,2021-01-02 21:47,1,,,FALSE,,,,FALSE,,0.65,CC0
2004957,Carrizo,3,density,2,2, 17/05/2022,8982d3bb-89a1-4d71-bd98-afa0222f465c,DSCF0013,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/8982d3bb-89a1-4d71-bd98-afa0222f465c.JPG,1,Computer vision,f2efdae9-efb8-48fb-8a91-eccf79ab4ffb,No CV Result,No CV Result,No CV Result,No CV Result,No CV Result,No CV Result,,2021-01-04 14:37,1,,,FALSE,,,,FALSE,,0.19,CC0
2004957,Carrizo,3,density,2,2, 17/05/2022,81ec15a4-111e-4fd1-9bf8-3f4a87e9f5cd,DSCF0015,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/81ec15a4-111e-4fd1-9bf8-3f4a87e9f5cd.JPG,1,Computer vision,90d950db-2106-4bd9-a4c1-777604c3eada,Mammalia,Rodentia,,,,Rodent,,2021-01-04 19:56,1,,,FALSE,,,,FALSE,,0.74,CC0
2004957,Carrizo,3,density,2,2, 17/05/2022,6c9bed43-ccbf-4d78-9d73-37e91a0889b1,DSCF0014,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/6c9bed43-ccbf-4d78-9d73-37e91a0889b1.JPG,1,Computer vision,1f689929-883d-4dae-958c-3d57ab5b6c16,,,,,,Animal,,2021-01-04 16:37,1,,,FALSE,,,,FALSE,,0.52,CC0
2004957,Carrizo,3,density,2,2, 17/05/2022,f242902b-b1e4-4887-aef2-0cb1270cd2b3,DSCF0017,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/f242902b-b1e4-4887-aef2-0cb1270cd2b3.JPG,1,Computer vision,9c7ff463-d1cb-47a6-9afa-30a7b7760fc0,Mammalia,Lagomorpha,Leporidae,Lepus,californicus,Black-tailed Jackrabbit,,2021-01-04 22:01,1,,,FALSE,,,,FALSE,,0.99,CC0
2004957,Carrizo,3,density,2,2, 17/05/2022,390babb3-1ccd-4404-b469-4ee06f19b4c9,DSCF0019,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/390babb3-1ccd-4404-b469-4ee06f19b4c9.JPG,1,Computer vision,9c7ff463-d1cb-47a6-9afa-30a7b7760fc0,Mammalia,Lagomorpha,Leporidae,Lepus,californicus,Black-tailed Jackrabbit,,2021-01-04 22:06,1,,,FALSE,,,,FALSE,,0.97,CC0
2004957,Carrizo,3,density,2,2, 17/05/2022,1a805ace-acde-4f86-8e1c-a4ac64c81e45,DSCF0011,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/1a805ace-acde-4f86-8e1c-a4ac64c81e45.JPG,1,Computer vision,08e6daf3-fe8a-4f30-81dd-9b309d411754,Aves,Galliformes,Phasianidae,Ammoperdix,heyi,Sand Partridge,,2021-01-04 4:25,1,,,FALSE,,,,FALSE,,0.95,CC0
2004957,Carrizo,3,density,2,2, 17/05/2022,671319f9-1592-4fe8-a0db-2471f5bf684a,DSCF0016,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/671319f9-1592-4fe8-a0db-2471f5bf684a.JPG,1,Computer vision,9c7ff463-d1cb-47a6-9afa-30a7b7760fc0,Mammalia,Lagomorpha,Leporidae,Lepus,californicus,Black-tailed Jackrabbit,,2021-01-04 22:00,1,,,FALSE,,,,FALSE,,0.99,CC0
2004957,Carrizo,3,density,2,2, 17/05/2022,dff5fbfd-e8ee-4c9e-afeb-5a0ad5fe9960,DSCF0018,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/dff5fbfd-e8ee-4c9e-afeb-5a0ad5fe9960.JPG,1,Computer vision,f2d233e3-80e3-433d-9687-e29ecc7a467a,Mammalia,,,,,Mammal,,2021-01-04 22:05,1,,,FALSE,,,,FALSE,,0.74,CC0
2004957,Carrizo,3,density,2,2, 17/05/2022,59f1befc-aa7b-4da1-8c38-d486d965bb5e,DSCF0020,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/59f1befc-aa7b-4da1-8c38-d486d965bb5e.JPG,1,Computer vision,f2d233e3-80e3-433d-9687-e29ecc7a467a,Mammalia,,,,,Mammal,,2021-01-05 14:46,1,,,FALSE,,,,FALSE,,0.75,CC0
2004957,Carrizo,3,density,2,2, 17/05/2022,73ec5ca6-34a6-4f0c-b170-4314fa9e7b19,DSCF0021,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/73ec5ca6-34a6-4f0c-b170-4314fa9e7b19.JPG,1,Computer vision,f2d233e3-80e3-433d-9687-e29ecc7a467a,Mammalia,,,,,Mammal,,2021-01-05 18:23,1,,,FALSE,,,,FALSE,,0.78,CC0
2004957,Carrizo,3,density,2,2, 17/05/2022,c76b21ab-ed51-46b1-9483-5b69ccb1ee98,DSCF0024,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/c76b21ab-ed51-46b1-9483-5b69ccb1ee98.JPG,1,Computer vision,1f689929-883d-4dae-958c-3d57ab5b6c16,,,,,,Animal,,2021-01-06 18:35,1,,,FALSE,,,,FALSE,,0.71,CC0
2004957,Carrizo,3,density,2,2, 17/05/2022,ab83ce94-5968-4e2a-a6a2-2af00ad7096d,DSCF0023,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/ab83ce94-5968-4e2a-a6a2-2af00ad7096d.JPG,1,Computer vision,9c7ff463-d1cb-47a6-9afa-30a7b7760fc0,Mammalia,Lagomorpha,Leporidae,Lepus,californicus,Black-tailed Jackrabbit,,2021-01-05 21:28,1,,,FALSE,,,,FALSE,,0.68,CC0
2004957,Carrizo,3,density,2,2, 17/05/2022,104a6c8f-4d3c-44b8-8d01-4eaa6e078c0e,DSCF0025,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/104a6c8f-4d3c-44b8-8d01-4eaa6e078c0e.JPG,1,Computer vision,f2d233e3-80e3-433d-9687-e29ecc7a467a,Mammalia,,,,,Mammal,,2021-01-06 18:36,1,,,FALSE,,,,FALSE,,0.65,CC0
2004957,Carrizo,3,density,2,2, 17/05/2022,ee7f1b8b-aad4-4741-b818-08329fba3dbf,DSCF0026,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/ee7f1b8b-aad4-4741-b818-08329fba3dbf.JPG,0,Computer vision,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2021-01-06 21:27,1,,,FALSE,,,,FALSE,,0.91,CC0
2004957,Carrizo,3,density,2,2, 17/05/2022,8ff2ee40-4c35-42f5-a1fe-cf49f2a6bf7e,DSCF0022,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/8ff2ee40-4c35-42f5-a1fe-cf49f2a6bf7e.JPG,1,Computer vision,1f689929-883d-4dae-958c-3d57ab5b6c16,,,,,,Animal,,2021-01-05 19:25,1,,,FALSE,,,,FALSE,,0.93,CC0
2004957,Carrizo,3,density,2,2, 17/05/2022,b8eb97b4-5fe9-45df-a891-877364ad6147,DSCF0027,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/b8eb97b4-5fe9-45df-a891-877364ad6147.JPG,1,Computer vision,1f689929-883d-4dae-958c-3d57ab5b6c16,,,,,,Animal,,2021-01-06 22:38,1,,,FALSE,,,,FALSE,,0.48,CC0
2004957,Carrizo,3,density,2,2, 17/05/2022,93beac75-e10b-4cd2-89d9-c64b1cb86498,DSCF0031,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/93beac75-e10b-4cd2-89d9-c64b1cb86498.JPG,1,Computer vision,f2d233e3-80e3-433d-9687-e29ecc7a467a,Mammalia,,,,,Mammal,,2021-01-07 19:02,1,,,FALSE,,,,FALSE,,0.75,CC0
2004957,Carrizo,3,density,2,2, 17/05/2022,2775691a-6b64-430e-8d04-dc2e579a47a5,DSCF0028,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/2775691a-6b64-430e-8d04-dc2e579a47a5.JPG,0,Computer vision,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2021-01-06 22:47,1,,,FALSE,,,,FALSE,,0.9,CC0
2004957,Carrizo,3,density,2,2, 17/05/2022,b84a079b-2a44-45a5-8983-d6b4a5ca72b4,DSCF0030,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/b84a079b-2a44-45a5-8983-d6b4a5ca72b4.JPG,1,Computer vision,f2efdae9-efb8-48fb-8a91-eccf79ab4ffb,No CV Result,No CV Result,No CV Result,No CV Result,No CV Result,No CV Result,,2021-01-07 17:54,1,,,FALSE,,,,FALSE,,0.51,CC0
2004957,Carrizo,3,density,2,2, 17/05/2022,f96f5189-0371-4f3b-bd64-a022171242d8,DSCF0032,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/f96f5189-0371-4f3b-bd64-a022171242d8.JPG,1,Computer vision,f2d233e3-80e3-433d-9687-e29ecc7a467a,Mammalia,,,,,Mammal,,2021-01-07 20:45,1,,,FALSE,,,,FALSE,,0.85,CC0
2004957,Carrizo,3,density,2,2, 17/05/2022,53907acb-774b-42ca-b014-8e0e9dd9e87b,DSCF0029,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/53907acb-774b-42ca-b014-8e0e9dd9e87b.JPG,1,Computer vision,b1352069-a39c-4a84-a949-60044271c0c1,Aves,,,,,Bird,,2021-01-07 11:29,1,,,FALSE,,,,FALSE,,0.79,CC0
2004957,Carrizo,3,density,2,2, 17/05/2022,f467bd3d-543a-46ec-9fd7-4ff14001ed93,DSCF0033,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/f467bd3d-543a-46ec-9fd7-4ff14001ed93.JPG,0,Computer vision,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2021-01-07 22:31,1,,,FALSE,,,,FALSE,,0.96,CC0
2004957,Carrizo,3,density,2,2, 17/05/2022,94df2518-5b44-4046-8b39-bbc893f6e60b,DSCF0035,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/94df2518-5b44-4046-8b39-bbc893f6e60b.JPG,1,Computer vision,990ae9dd-7a59-4344-afcb-1b7b21368000,Mammalia,Primates,Hominidae,Homo,sapiens,Human,,2021-01-08 3:50,1,,,FALSE,,,,FALSE,,0.99,CC0
2004957,Carrizo,3,density,2,2, 17/05/2022,50a29f15-4332-40ae-a5a3-5d3292ec646e,DSCF0034,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213467/prod/directUpload/50a29f15-4332-40ae-a5a3-5d3292ec646e.JPG,0,Computer vision,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2021-01-08 1:42,1,,,FALSE,,,,FALSE,,0.99,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,76c7c6e2-af2e-4e5f-b0a9-3e81327b275b,DSCF0005,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/76c7c6e2-af2e-4e5f-b0a9-3e81327b275b.JPG,1,Computer vision,aaf3b049-36e6-46dd-9a07-8a580e9618b7,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,,2021-01-02 17:15,1,,,FALSE,,,,FALSE,,0.99,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,608b4e7e-fc79-4bc9-8464-82e8743430ed,DSCF0004,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/608b4e7e-fc79-4bc9-8464-82e8743430ed.JPG,1,Computer vision,f2efdae9-efb8-48fb-8a91-eccf79ab4ffb,No CV Result,No CV Result,No CV Result,No CV Result,No CV Result,No CV Result,,2021-01-02 15:28,1,,,FALSE,,,,FALSE,,0.43,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,01060951-a678-4b72-822a-79e88ce643df,DSCF0003,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/01060951-a678-4b72-822a-79e88ce643df.JPG,0,Computer vision,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2021-01-02 14:42,1,,,FALSE,,,,FALSE,,0.91,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,5da4ffb1-c792-4190-8bd8-bf6666de9c4c,DSCF0001,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/5da4ffb1-c792-4190-8bd8-bf6666de9c4c.JPG,0,Computer vision,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2021-01-02 6:51,1,,,FALSE,,,,FALSE,,0.96,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,ac8732cf-beab-46eb-a974-fdaf316b5e13,DSCF0006,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/ac8732cf-beab-46eb-a974-fdaf316b5e13.JPG,0,Computer vision,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2021-01-03 2:40,1,,,FALSE,,,,FALSE,,0.99,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,4b1435ce-da7b-436c-9109-f0acb5890cd3,DSCF0002,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/4b1435ce-da7b-436c-9109-f0acb5890cd3.JPG,1,Computer vision,1f689929-883d-4dae-958c-3d57ab5b6c16,,,,,,Animal,,2021-01-02 7:56,1,,,FALSE,,,,FALSE,,0.69,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,fd66e496-c9a0-41f3-ba30-c61677ac640e,DSCF0008,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/fd66e496-c9a0-41f3-ba30-c61677ac640e.JPG,1,Computer vision,f2efdae9-efb8-48fb-8a91-eccf79ab4ffb,No CV Result,No CV Result,No CV Result,No CV Result,No CV Result,No CV Result,,2021-01-03 3:03,1,,,FALSE,,,,FALSE,,0.81,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,512afc25-e4c6-4d52-badc-7fe5dbeb6539,DSCF0007,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/512afc25-e4c6-4d52-badc-7fe5dbeb6539.JPG,1,Computer vision,1f689929-883d-4dae-958c-3d57ab5b6c16,,,,,,Animal,,2021-01-03 2:54,1,,,FALSE,,,,FALSE,,0.69,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,2b4a6b5f-259c-4fcf-af0e-fa2bd1a8a5db,DSCF0009,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/2b4a6b5f-259c-4fcf-af0e-fa2bd1a8a5db.JPG,0,Computer vision,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2021-01-03 3:16,1,,,FALSE,,,,FALSE,,0.99,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,625df928-fda1-45b2-b7b5-5b8a6cb20c19,DSCF0012,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/625df928-fda1-45b2-b7b5-5b8a6cb20c19.JPG,1,Computer vision,f2efdae9-efb8-48fb-8a91-eccf79ab4ffb,No CV Result,No CV Result,No CV Result,No CV Result,No CV Result,No CV Result,,2021-01-03 15:08,1,,,FALSE,,,,FALSE,,0.44,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,5b195881-49d9-400d-976d-4e6aded64d7e,DSCF0013,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/5b195881-49d9-400d-976d-4e6aded64d7e.JPG,0,Computer vision,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2021-01-03 15:55,1,,,FALSE,,,,FALSE,,0.96,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,22176f7b-3736-4d74-8ffc-103f4e050372,DSCF0014,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/22176f7b-3736-4d74-8ffc-103f4e050372.JPG,1,Computer vision,f2efdae9-efb8-48fb-8a91-eccf79ab4ffb,No CV Result,No CV Result,No CV Result,No CV Result,No CV Result,No CV Result,,2021-01-03 20:46,1,,,FALSE,,,,FALSE,,0.27,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,e4d2fda2-d7a2-47d6-b5f1-d00a4aa2897f,DSCF0015,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/e4d2fda2-d7a2-47d6-b5f1-d00a4aa2897f.JPG,0,Computer vision,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2021-01-03 23:12,1,,,FALSE,,,,FALSE,,0.96,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,a4746149-f10f-45ec-aca9-6582cb9627fe,DSCF0016,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/a4746149-f10f-45ec-aca9-6582cb9627fe.JPG,0,Computer vision,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2021-01-04 3:10,1,,,FALSE,,,,FALSE,,0.99,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,d43db577-fa96-477d-b4ab-3b4e32633a64,DSCF0010,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/d43db577-fa96-477d-b4ab-3b4e32633a64.JPG,1,Computer vision,f2d233e3-80e3-433d-9687-e29ecc7a467a,Mammalia,,,,,Mammal,,2021-01-03 3:29,1,,,FALSE,,,,FALSE,,0.69,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,6b101057-cadc-4fdd-ac10-cfda42f1c38f,DSCF0011,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/6b101057-cadc-4fdd-ac10-cfda42f1c38f.JPG,0,Computer vision,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2021-01-03 3:39,1,,,FALSE,,,,FALSE,,0.99,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,44015ee7-b2a9-48c7-9bfa-22aa2b572ba2,DSCF0019,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/44015ee7-b2a9-48c7-9bfa-22aa2b572ba2.JPG,0,Computer vision,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2021-01-04 15:13,1,,,FALSE,,,,FALSE,,0.96,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,cdc38bdc-32ff-494c-b332-902fdbb6472e,DSCF0021,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/cdc38bdc-32ff-494c-b332-902fdbb6472e.JPG,0,Computer vision,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2021-01-04 19:23,1,,,FALSE,,,,FALSE,,0.95,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,a67c13ca-d0b8-466b-b0ed-23a330d7c4e5,DSCF0017,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/a67c13ca-d0b8-466b-b0ed-23a330d7c4e5.JPG,0,Computer vision,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2021-01-04 14:32,1,,,FALSE,,,,FALSE,,0.97,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,881aa860-6155-4ad0-afc3-f3f7aeaec7d0,DSCF0018,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/881aa860-6155-4ad0-afc3-f3f7aeaec7d0.JPG,1,Computer vision,f2d233e3-80e3-433d-9687-e29ecc7a467a,Mammalia,,,,,Mammal,,2021-01-04 14:55,1,,,FALSE,,,,FALSE,,0.73,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,f58ed417-cde7-48e7-9b62-e17d5e43cb63,DSCF0025,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/f58ed417-cde7-48e7-9b62-e17d5e43cb63.JPG,0,Computer vision,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2021-01-06 15:10,1,,,FALSE,,,,FALSE,,0.9,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,be90c99b-250c-46aa-9976-2b4ba46d794f,DSCF0026,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/be90c99b-250c-46aa-9976-2b4ba46d794f.JPG,0,Computer vision,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2021-01-06 23:11,1,,,FALSE,,,,FALSE,,0.92,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,91cdff32-7b49-4e40-9475-9840032c270b,DSCF0023,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/91cdff32-7b49-4e40-9475-9840032c270b.JPG,0,Computer vision,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2021-01-05 12:18,1,,,FALSE,,,,FALSE,,0.87,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,0ce33318-059c-4b6b-8c03-2145420f3aa5,DSCF0032,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/0ce33318-059c-4b6b-8c03-2145420f3aa5.JPG,0,Computer vision,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2021-01-07 17:10,1,,,FALSE,,,,FALSE,,0.92,CC0
2004957,Carrizo,3,open,1,2, 17/05/2022,10ef03c2-b79a-4ab3-9687-8bb8d562fcd1,DSCF0030,gs://145625598251_2004957_186_cam_traps_2022__main/deployment/2213468/prod/directUpload/10ef03c2-b79a-4ab3-9687-8bb8d562fcd1.JPG,1,Computer vision,eeeb5d26-2a47-4d01-a3de-10b33ec0aee4,Mammalia,Carnivora,,,,Carnivorous Mammal,,2021-01-07 15:06,1,,,FALSE,,,,FALSE,,0.74,CC0
